GAME_ID,MATCHUP,PTS_HOME,PTS_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,OT,LEAD_CHANGES,TIES,COMEBACK_QTR,CLUTCH_COUNT,GAME_SCORE
0042400403,Oklahoma City vs. Indiana,107,116,16,24,6,13,4,11,False,9,15,,0,79.89
