GAME_ID,MATCHUP,PTS_HOME,PTS_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,OT,LEAD_CHANGES,TIES,COMEBACK_QTR,CLUTCH_COUNT,GAME_SCORE
0042400401,Indiana vs. Oklahoma City,111,110,24,13,1,14,7,6,False,1,1,4,6,73.81
