GAME_ID,MATCHUP,PTS_HOME,PTS_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,OT,LEAD_CHANGES,TIES,COMEBACK_QTR,CLUTCH_COUNT,GAME_SCORE
0042400404,Oklahoma City vs. Indiana,111,104,11,21,12,11,3,3,False,6,11,,5,74.72
